"clc_quartier","clc_secteur","haut_tot","haut_tronc","tronc_diam","fk_arb_etat","fk_stadedev","fk_port","fk_pied","fk_situation","fk_revetement","dte_plantation","age_estim","fk_prec_estim","dte_abattage","fk_nomtech","villeca","feuillage","remarquable","long","lat"
"Quartier du faubourg d'Isle","Parc d'Isle Jacques Braconnier",1800,400,105,"EN PLACE","Adulte","semi libre","gazon","Groupe","Non","Non renseigné",50,10,"Non renseigné","BETPEN","CASQ","Feuillu","Non",3.30689938224717,49.8437961841815
"Quartier du faubourg d'Isle","Parc d'Isle Jacques Braconnier",1800,300,145,"EN PLACE","Adulte","semi libre","gazon","Isolé","Non","Non renseigné",40,10,"Non renseigné","THUPLI","CASQ","Conifère","Non",3.30692992159101,49.8438321178543
"Quartier du faubourg d'Isle","Parc d'Isle Jacques Braconnier",1500,250,115,"EN PLACE","Adulte","semi libre","gazon","Isolé","Non","Non renseigné",40,10,"Non renseigné","AILALT","CASQ","Feuillu","Non",3.30679211179096,49.843867287766
"Quartier du faubourg d'Isle","Parc d'Isle Jacques Braconnier",1400,100,95,"EN PLACE","Adulte","semi libre","gazon","Isolé","Non","Non renseigné",40,10,"Non renseigné","CARBET","CASQ","Feuillu","Non",3.30671020291131,49.843907784034
"Quartier du faubourg d'Isle","Parc d'Isle Jacques Braconnier",1500,250,100,"EN PLACE","Adulte","semi libre","gazon","Isolé","Non","Non renseigné",40,10,"Non renseigné","ACEPSE","CASQ","Feuillu","Non",3.30670479862769,49.8439259806763
"Quartier du faubourg d'Isle","Parc d'Isle Jacques Braconnier",1100,200,110,"EN PLACE","Adulte","semi libre","gazon","Isolé","Non","Non renseigné",40,10,"Non renseigné","AESHIP","CASQ","Feuillu","Non",3.30700905489188,49.8439109541974
"Quartier du faubourg d'Isle","Parc d'Isle Jacques Braconnier",1300,200,150,"EN PLACE","Adulte","semi libre","gazon","Isolé","Non","Non renseigné",40,10,"Non renseigné","ACEPSE","CASQ","Feuillu","Non",3.30709651376437,49.8441209797327
"Quartier du faubourg d'Isle","Parc d'Isle Jacques Braconnier",1600,100,160,"EN PLACE","Adulte","têtard","gazon","Isolé","Non","Non renseigné",40,10,"Non renseigné","SALCAP","CASQ","Feuillu","Non",3.30726971747608,49.8441952992497
"Quartier du faubourg d'Isle","Parc d'Isle Jacques Braconnier",1600,50,145,"EN PLACE","Adulte","semi libre","gazon","Isolé","Non","Non renseigné",40,10,"Non renseigné","FRAEXC","CASQ","Feuillu","Non",3.30741473453519,49.8442672846519
"Quartier du faubourg d'Isle","Parc d'Isle Jacques Braconnier",1600,450,95,"EN PLACE","Adulte","semi libre","gazon","Groupe","Non","Non renseigné",40,10,"Non renseigné","BETPEN","CASQ","Feuillu","Non",3.30744043187154,49.8442618715654
"Quartier du faubourg d'Isle","Parc d'Isle Jacques Braconnier",1600,300,115,"EN PLACE","Adulte","semi libre","gazon","Groupe","Non","Non renseigné",40,10,"Non renseigné","BETPEN","CASQ","Feuillu","Non",3.30747368466808,49.8442903115408
"Quartier du faubourg d'Isle","Parc d'Isle Jacques Braconnier",1700,300,90,"EN PLACE","Adulte","semi libre","gazon","Groupe","Non","Non renseigné",40,10,"Non renseigné","BETPEN","CASQ","Feuillu","Non",3.30746134550452,49.8442249752511
"Quartier du faubourg d'Isle","Parc d'Isle Jacques Braconnier",1700,500,100,"EN PLACE","Adulte","semi libre","gazon","Groupe","Non","Non renseigné",40,10,"Non renseigné","BETPEN","CASQ","Feuillu","Non",3.30755077434973,49.8442734788545
"Quartier du faubourg d'Isle","Parc d'Isle Jacques Braconnier",1800,50,110,"EN PLACE","Adulte","semi libre","gazon","Isolé","Non","Non renseigné",40,10,"Non renseigné","BETPEN","CASQ","Feuillu","Non",3.30771109503448,49.8443443844865
"Quartier du faubourg d'Isle","Parc d'Isle Jacques Braconnier",1000,50,75,"EN PLACE","Adulte","semi libre","gazon","Isolé","Non","Non renseigné",35,10,"Non renseigné","FRAEXC","CASQ","Feuillu","Non",3.30768653409441,49.8443860428164
"Quartier du faubourg d'Isle","Parc d'Isle Jacques Braconnier",600,200,65,"EN PLACE","Adulte","semi libre","gazon","Isolé","Non","Non renseigné",20,10,"Non renseigné","AMELAM","CASQ","Feuillu","Non",3.30800768395332,49.844459514864
"Quartier du faubourg d'Isle","Parc d'Isle Jacques Braconnier",1500,200,120,"Non essouché","Adulte","semi libre","gazon","Isolé","Non","Non renseigné",45,10,"2016/03/01 00:00:00+00","LIQSTY","CASQ","Feuillu","Non",3.3081750665796,49.8444822685411
"Quartier du faubourg d'Isle","Parc d'Isle Jacques Braconnier",2000,200,180,"EN PLACE","Adulte","semi libre","gazon","Groupe","Non","Non renseigné",60,10,"Non renseigné","ACESAC","CASQ","Feuillu","Non",3.3080648517062,49.8443393327131
"Quartier du faubourg d'Isle","Parc d'Isle Jacques Braconnier",2100,200,180,"EN PLACE","Adulte","semi libre","gazon","Groupe","Non","Non renseigné",60,10,"Non renseigné","ACESAC","CASQ","Feuillu","Non",3.30817325119039,49.8443337113994
"Quartier du faubourg d'Isle","Parc d'Isle Jacques Braconnier",2000,200,190,"EN PLACE","Adulte","semi libre","gazon","Groupe","Non","Non renseigné",60,10,"Non renseigné","ACESAC","CASQ","Feuillu","Non",3.30838007407571,49.8443444793096
"Quartier du faubourg d'Isle","Parc d'Isle Jacques Braconnier",2000,200,190,"EN PLACE","Adulte","semi libre","gazon","Alignement","Non","Non renseigné",60,10,"Non renseigné","ACESAC","CASQ","Feuillu","Non",3.30831003562859,49.8442390447968
"Quartier du faubourg d'Isle","Parc d'Isle Jacques Braconnier",2200,200,180,"EN PLACE","Adulte","semi libre","gazon","Alignement","Non","Non renseigné",60,10,"Non renseigné","ACESAC","CASQ","Feuillu","Non",3.30817116751542,49.8441794000907
"Quartier du faubourg d'Isle","Parc d'Isle Jacques Braconnier",2200,250,210,"EN PLACE","Adulte","semi libre","gazon","Alignement","Non","Non renseigné",60,10,"Non renseigné","ACESAC","CASQ","Feuillu","Non",3.30803229834944,49.8441197552225
"Quartier du faubourg d'Isle","Parc d'Isle Jacques Braconnier",2000,250,190,"EN PLACE","Adulte","semi libre","gazon","Alignement","Non","Non renseigné",60,10,"Non renseigné","ACESAC","CASQ","Feuillu","Non",3.30789343091114,49.8440601101848
"Quartier du faubourg d'Isle","Parc d'Isle Jacques Braconnier",2000,300,210,"EN PLACE","Adulte","semi libre","gazon","Alignement","Non","Non renseigné",60,10,"Non renseigné","ACESAC","CASQ","Feuillu","Non",3.30775456242003,49.8440004649849
"Quartier du faubourg d'Isle","Parc d'Isle Jacques Braconnier",1800,300,220,"EN PLACE","Adulte","semi libre","gazon","Alignement","Non","Non renseigné",60,10,"Non renseigné","ACESAC","CASQ","Feuillu","Non",3.3076156956566,49.8439408196155
"Quartier du faubourg d'Isle","Parc d'Isle Jacques Braconnier",1800,450,175,"EN PLACE","Adulte","semi libre","gazon","Alignement","Non","Non renseigné",60,10,"Non renseigné","ACESAC","CASQ","Feuillu","Non",3.30747682784036,49.843881174084
"Quartier du faubourg d'Isle","Parc d'Isle Jacques Braconnier",1800,250,220,"EN PLACE","Adulte","semi libre","gazon","Alignement","Non","Non renseigné",60,10,"Non renseigné","ACESAC","CASQ","Feuillu","Non",3.3073379617518,49.8438215283831
"Quartier du faubourg d'Isle","Parc d'Isle Jacques Braconnier",1800,250,200,"EN PLACE","Adulte","semi libre","gazon","Alignement","Non","Non renseigné",60,10,"Non renseigné","ACESAC","CASQ","Feuillu","Non",3.30720723406818,49.8437655752234
"Quartier du faubourg d'Isle","Parc d'Isle Jacques Braconnier",1800,250,200,"EN PLACE","Adulte","semi libre","gazon","Alignement","Non","Non renseigné",60,10,"Non renseigné","ACESAC","CASQ","Feuillu","Non",3.30706552911843,49.8437044990362
"Quartier du faubourg d'Isle","Parc d'Isle Jacques Braconnier",800,200,90,"EN PLACE","Adulte","semi libre","gazon","Isolé","Non","Non renseigné",30,10,"Non renseigné","CEDATL","CASQ","Conifère","Non",3.30718333576286,49.84357632067
"Quartier du faubourg d'Isle","Parc d'Isle Jacques Braconnier",2300,200,240,"EN PLACE","Adulte","semi libre","gazon","Alignement","Non","Non renseigné",60,10,"Non renseigné","ACESAC","CASQ","Feuillu","Non",3.30717896706277,49.8436022348287
"Quartier du faubourg d'Isle","Parc d'Isle Jacques Braconnier",2000,200,200,"EN PLACE","Adulte","semi libre","gazon","Alignement","Non","Non renseigné",60,10,"Non renseigné","ACESAC","CASQ","Feuillu","Non",3.30731783234349,49.8436618816224
"Quartier du faubourg d'Isle","Parc d'Isle Jacques Braconnier",2500,200,220,"EN PLACE","Adulte","semi libre","gazon","Alignement","Non","Non renseigné",60,10,"Non renseigné","ACESAC","CASQ","Feuillu","Non",3.30744786387067,49.8437188047685
"Quartier du faubourg d'Isle","Parc d'Isle Jacques Braconnier",2300,350,165,"EN PLACE","Adulte","semi libre","gazon","Alignement","Non","Non renseigné",60,10,"Non renseigné","ACESAC","CASQ","Feuillu","Non",3.30758854016691,49.8437789328873
"Quartier du faubourg d'Isle","Parc d'Isle Jacques Braconnier",2000,350,180,"EN PLACE","Adulte","semi libre","gazon","Alignement","Non","Non renseigné",60,10,"Non renseigné","ACESAC","CASQ","Feuillu","Non",3.30773442742979,49.8438408210159
"Quartier du faubourg d'Isle","Parc d'Isle Jacques Braconnier",1900,250,170,"EN PLACE","Adulte","semi libre","gazon","Alignement","Non","Non renseigné",60,10,"Non renseigné","ACESAC","CASQ","Feuillu","Non",3.30787482967569,49.84390036692
"Quartier du faubourg d'Isle","Parc d'Isle Jacques Braconnier",1900,400,190,"EN PLACE","Adulte","semi libre","gazon","Alignement","Non","Non renseigné",60,10,"Non renseigné","ACESAC","CASQ","Feuillu","Non",3.30801369525492,49.8439600128866
"Quartier du faubourg d'Isle","Parc d'Isle Jacques Braconnier",2200,350,185,"EN PLACE","Adulte","semi libre","gazon","Alignement","Non","Non renseigné",60,10,"Non renseigné","ACESAC","CASQ","Feuillu","Non",3.30815256256183,49.8440196586836
"Quartier du faubourg d'Isle","Parc d'Isle Jacques Braconnier",2100,350,185,"EN PLACE","Adulte","semi libre","gazon","Alignement","Non","Non renseigné",60,10,"Non renseigné","ACESAC","CASQ","Feuillu","Non",3.30829142881593,49.8440793043185
"Quartier du faubourg d'Isle","Parc d'Isle Jacques Braconnier",1900,300,150,"EN PLACE","Adulte","semi libre","gazon","Alignement","Non","Non renseigné",60,10,"Non renseigné","ACESAC","CASQ","Feuillu","Non",3.30843029679772,49.844138949784
"Quartier du faubourg d'Isle","Parc d'Isle Jacques Braconnier",2200,300,185,"EN PLACE","Adulte","semi libre","gazon","Isolé","Non","Non renseigné",60,10,"Non renseigné","ACESAC","CASQ","Feuillu","Non",3.30855485728323,49.8440921160496
"Quartier du faubourg d'Isle","Parc d'Isle Jacques Braconnier",2400,300,190,"EN PLACE","Adulte","semi libre","gazon","Alignement","Non","Non renseigné",60,10,"Non renseigné","ACESAC","CASQ","Feuillu","Non",3.30870597186042,49.8440079446549
"Quartier du faubourg d'Isle","Parc d'Isle Jacques Braconnier",2400,300,190,"Essouché","Adulte","semi libre","gazon","Alignement","Non","Non renseigné",60,10,"2016/07/01 00:00:00+00","ACESAC","CASQ","Feuillu","Non",3.30870267908783,49.8439194097071
"Quartier du faubourg d'Isle","Parc d'Isle Jacques Braconnier",2000,400,135,"Essouché","Adulte","semi libre","gazon","Alignement","Non","Non renseigné",60,10,"2014/01/01 00:00:00+00","ACESAC","CASQ","Feuillu","Non",3.30869846130003,49.8438296895342
"Quartier du faubourg d'Isle","Parc d'Isle Jacques Braconnier",1700,250,125,"EN PLACE","Adulte","semi libre","gazon","Isolé","Non","Non renseigné",40,10,"Non renseigné","GLETRIsun","CASQ","Feuillu","Non",3.30828263732308,49.8439038315292
"Quartier du faubourg d'Isle","Parc d'Isle Jacques Braconnier",1500,250,155,"EN PLACE","Adulte","semi libre","gazon","Isolé","Non","Non renseigné",40,10,"Non renseigné","SOPJAP","CASQ","Feuillu","Non",3.30819671724251,49.8438273909632
"Quartier du faubourg d'Isle","Parc d'Isle Jacques Braconnier",800,150,40,"EN PLACE","Adulte","semi libre","gazon","Groupe","Non","Non renseigné",15,10,"Non renseigné","AMELAM","CASQ","Feuillu","Non",3.30811245640754,49.84387395493
"Quartier du faubourg d'Isle","Parc d'Isle Jacques Braconnier",600,200,35,"EN PLACE","Adulte","semi libre","gazon","Groupe","Non","Non renseigné",15,10,"Non renseigné","SALALB","CASQ","Feuillu","Non",3.30809103801616,49.8438701946477
"Quartier du faubourg d'Isle","Parc d'Isle Jacques Braconnier",1000,350,100,"EN PLACE","Adulte","semi libre","gazon","Isolé","Non","Non renseigné",40,10,"Non renseigné","FAGSYLpen","CASQ","Feuillu","Non",3.30806674617047,49.8437605689729
"Quartier du faubourg d'Isle","Parc d'Isle Jacques Braconnier",1600,550,130,"EN PLACE","Adulte","semi libre","gazon","Isolé","Non","Non renseigné",50,10,"Non renseigné","LIRTUL","CASQ","Feuillu","Non",3.30750782025586,49.8434185029849
"Quartier du faubourg d'Isle","Parc d'Isle Jacques Braconnier",800,200,80,"EN PLACE","Adulte","semi libre","gazon","Isolé","Non","Non renseigné",35,10,"Non renseigné","JUGREG","CASQ","Feuillu","Non",3.30809267017301,49.8436404651613
"Quartier du faubourg d'Isle","Parc d'Isle Jacques Braconnier",1900,200,195,"EN PLACE","Adulte","semi libre","gazon","Isolé","Non","Non renseigné",60,10,"Non renseigné","ACESAC","CASQ","Feuillu","Non",3.30826092561058,49.8436560860061
"Quartier du faubourg d'Isle","Parc d'Isle Jacques Braconnier",1600,300,120,"EN PLACE","Adulte","semi libre","gazon","Isolé","Non","Non renseigné",45,10,"Non renseigné","FAGSYL","CASQ","Feuillu","Non",3.30840946887957,49.8437549508275
"Quartier du faubourg d'Isle","Parc d'Isle Jacques Braconnier",700,100,45,"EN PLACE","Adulte","semi libre","gazon","Isolé","Non","Non renseigné",20,5,"Non renseigné","CUPSEM","CASQ","Conifère","Non",3.30958979105554,49.8440685780997
"Quartier du faubourg d'Isle","Parc d'Isle Jacques Braconnier",2100,50,215,"EN PLACE","Adulte","semi libre","gazon","Isolé","Non","Non renseigné",45,10,"Non renseigné","SALALB","CASQ","Feuillu","Non",3.30949213154352,49.8441479795753
"Quartier du faubourg d'Isle","Parc d'Isle Jacques Braconnier",2000,300,160,"EN PLACE","Adulte","semi libre","gazon","Alignement","Non","Non renseigné",60,10,"Non renseigné","ACESAC","CASQ","Feuillu","Non",3.30927518996792,49.8440748430479
"Quartier du faubourg d'Isle","Parc d'Isle Jacques Braconnier",2200,400,190,"EN PLACE","Adulte","semi libre","gazon","Alignement","Non","Non renseigné",60,10,"Non renseigné","ACESAC","CASQ","Feuillu","Non",3.30914896300725,49.8441108168367
"Quartier du faubourg d'Isle","Parc d'Isle Jacques Braconnier",2000,350,190,"EN PLACE","Adulte","semi libre","gazon","Alignement","Non","Non renseigné",60,10,"Non renseigné","ACESAC","CASQ","Feuillu","Non",3.30903007095414,49.8441439211705
"Quartier du faubourg d'Isle","Parc d'Isle Jacques Braconnier",2000,600,200,"EN PLACE","Adulte","semi libre","gazon","Alignement","Non","Non renseigné",60,10,"Non renseigné","ACESAC","CASQ","Feuillu","Non",3.30889943675252,49.8441803818918
"Quartier du faubourg d'Isle","Parc d'Isle Jacques Braconnier",2300,600,200,"EN PLACE","Adulte","semi libre","gazon","Groupe","Non","Non renseigné",60,10,"Non renseigné","ACESAC","CASQ","Feuillu","Non",3.30909733167187,49.8442036509369
"Quartier du faubourg d'Isle","Parc d'Isle Jacques Braconnier",2300,350,170,"EN PLACE","Adulte","semi libre","gazon","Alignement","Non","Non renseigné",60,10,"Non renseigné","ACESAC","CASQ","Feuillu","Non",3.30917694701365,49.8442400544663
"Quartier du faubourg d'Isle","Parc d'Isle Jacques Braconnier",2300,300,180,"EN PLACE","Adulte","semi libre","gazon","Alignement","Non","Non renseigné",60,10,"Non renseigné","ACESAC","CASQ","Feuillu","Non",3.309059380078,49.8442493842786
"Quartier du faubourg d'Isle","Parc d'Isle Jacques Braconnier",1900,350,175,"Essouché","Adulte","semi libre","gazon","Alignement","Non","Non renseigné",60,10,"2016/07/01 00:00:00+00","ACESAC","CASQ","Feuillu","Non",3.30895064922535,49.8442610696228
"Quartier du faubourg d'Isle","Parc d'Isle Jacques Braconnier",2000,400,170,"EN PLACE","Adulte","semi libre","gazon","Alignement","Non","Non renseigné",60,10,"Non renseigné","ACESAC","CASQ","Feuillu","Non",3.30892796877903,49.8443568159099
"Quartier du faubourg d'Isle","Parc d'Isle Jacques Braconnier",2200,400,185,"EN PLACE","Adulte","semi libre","gazon","Alignement","Non","Non renseigné",60,10,"Non renseigné","ACESAC","CASQ","Feuillu","Non",3.3090738730954,49.8444168952188
"Quartier du faubourg d'Isle","Parc d'Isle Jacques Braconnier",2000,200,220,"EN PLACE","Adulte","semi libre","gazon","Alignement","Non","Non renseigné",60,10,"Non renseigné","ACESAC","CASQ","Feuillu","Non",3.30921560166217,49.8444752564589
"Quartier du faubourg d'Isle","Parc d'Isle Jacques Braconnier",2000,400,180,"EN PLACE","Adulte","semi libre","gazon","Alignement","Non","Non renseigné",60,10,"Non renseigné","ACESAC","CASQ","Feuillu","Non",3.30910633071302,49.8445809720986
"Quartier du faubourg d'Isle","Parc d'Isle Jacques Braconnier",2000,350,180,"EN PLACE","Adulte","semi libre","gazon","Alignement","Non","Non renseigné",60,10,"Non renseigné","ACESAC","CASQ","Feuillu","Non",3.30896374472563,49.844522257858
"Quartier du faubourg d'Isle","Parc d'Isle Jacques Braconnier",1900,350,170,"EN PLACE","Adulte","semi libre","gazon","Alignement","Non","Non renseigné",60,10,"Non renseigné","ACESAC","CASQ","Feuillu","Non",3.30881907103629,49.8444626849423
"Quartier du faubourg d'Isle","Parc d'Isle Jacques Braconnier",1800,400,150,"EN PLACE","Adulte","semi libre","gazon","Groupe","Non","Non renseigné",60,10,"Non renseigné","ACESAC","CASQ","Feuillu","Non",3.30861042487702,49.8444972521311
"Quartier du faubourg d'Isle","Parc d'Isle Jacques Braconnier",2100,400,175,"EN PLACE","Adulte","semi libre","gazon","Groupe","Non","Non renseigné",60,10,"Non renseigné","ACESAC","CASQ","Feuillu","Non",3.3087167032977,49.8445663915465
"Quartier du faubourg d'Isle","Parc d'Isle Jacques Braconnier",1800,150,185,"Essouché","Adulte","semi libre","gazon","Groupe","Non","Non renseigné",60,10,"2014/01/01 00:00:00+00","ACESAC","CASQ","Feuillu","Non",3.30874879951734,49.8446466522227
"Quartier du faubourg d'Isle","Parc d'Isle Jacques Braconnier",1100,200,125,"EN PLACE","Adulte","semi libre","gazon","Groupe","Non","Non renseigné",45,10,"Non renseigné","AILALT","CASQ","Feuillu","Non",3.30892139393985,49.8448622845954
"Quartier du faubourg d'Isle","Parc d'Isle Jacques Braconnier",1200,350,145,"EN PLACE","Adulte","semi libre","gazon","Groupe","Non","Non renseigné",45,10,"Non renseigné","AILALT","CASQ","Feuillu","Non",3.30897434061248,49.8448799771405
"Quartier du faubourg d'Isle","Parc d'Isle Jacques Braconnier",1100,300,50,"EN PLACE","Adulte","semi libre","gazon","Isolé","Non","Non renseigné",20,10,"Non renseigné","ACEPSE","CASQ","Feuillu","Non",3.30909778539627,49.8447789398724
"Quartier du faubourg d'Isle","Parc d'Isle Jacques Braconnier",1100,200,100,"EN PLACE","Adulte","semi libre","gazon","Alignement","Non","Non renseigné",35,10,"Non renseigné","ACEPSE","CASQ","Feuillu","Non",3.3092408280075,49.8447274733709
"Quartier du faubourg d'Isle","Parc d'Isle Jacques Braconnier",1200,200,105,"EN PLACE","Adulte","semi libre","gazon","Alignement","Non","Non renseigné",35,10,"Non renseigné","ACEPSE","CASQ","Feuillu","Non",3.30926626741816,49.8448314011184
